# R [Bohr],Energy [au],Numerical force[au],Analytical force[au]
5.000000000000000104e-04 -1.138700128908461977e+02 -5.869724868790036432e-04 -5.941262643014977307e-04
4.374999999999999549e-04 -1.138700135484689469e+02 -5.250878849288651397e-04 -5.200908843372119283e-04
3.750000000000000078e-04 -1.138700141275430440e+02 -4.495225062302001711e-04 -4.457421252062609973e-04
3.125000000000000065e-04 -1.138700146092161845e+02 -3.712933867544593205e-04 -3.719437282799905806e-04
2.499999999999999510e-04 -1.138700150057660210e+02 -2.974666159545934024e-04 -2.977142319021408579e-04
1.874999999999999497e-04 -1.138700153119316099e+02 -2.231758228318835111e-04 -2.239983393453994290e-04
1.249999999999999755e-04 -1.138700155332880968e+02 -1.499875683338324688e-04 -1.497938845930360356e-04
6.249999999999998775e-05 -1.138700156663340408e+02 -7.737445257202643970e-05 -7.736962667879033334e-05
0.000000000000000000e+00 -1.138700157152198642e+02 -1.864472654780096603e-06 -1.901592320687155288e-06
-6.250000000000005551e-05 -1.138700156707618021e+02 7.356028392125138482e-05 7.358918091497461400e-05
-1.250000000000001110e-04 -1.138700155422850742e+02 1.461426230836066398e-04 1.459447986277141555e-04
-1.875000000000000310e-04 -1.138700153254216616e+02 2.193667136777879552e-04 2.200600188538310437e-04
-2.500000000000001136e-04 -1.138700150237702076e+02 2.936517073298688008e-04 2.939668510680611829e-04
-3.125000000000000065e-04 -1.138700146317155060e+02 3.674842204479042418e-04 3.680694481852340993e-04
-3.750000000000000620e-04 -1.138700141545457001e+02 4.457178143596205789e-04 4.419274320464575828e-04
-4.375000000000001175e-04 -1.138700135799594193e+02 5.212750277766349137e-04 5.162805362658052372e-04
-5.000000000000000104e-04 -1.138700129268559778e+02 5.831489692890610369e-04 5.902226070119091089e-04
