# F_MM_lin,F_MM_quad
-2.505595567689155884e-03 -6.798376210052023590e-03 -1.171980457318203342e-02 -2.499671504250716887e-03 -6.799355207813572756e-03 -1.172200336067278498e-02
-1.703396519491431188e-04 4.781757719775026234e-03 4.073114599210809518e-03 -1.730671270287540537e-04 4.781866904123681372e-03 4.073901039367435091e-03
9.028046237774048355e-04 8.927897740314316754e-04 5.339548997129258887e-03 9.011373507115167823e-04 8.936589870756594641e-04 5.340735160932304042e-03
1.504373235073490703e-02 -1.029082492299988015e-02 -1.124248599282732207e-02 1.504177171761537056e-02 -1.029660920230125558e-02 -1.123347547535268227e-02
-6.882884849875216780e-03 1.216535351026708407e-02 9.092871618685067353e-03 -6.880483546512091396e-03 1.216837745314662891e-02 9.089190887625275828e-03
-7.859436791748301929e-04 8.957561416773770178e-04 1.826031584878763355e-03 -7.833763545191565602e-04 8.988301928507444732e-04 1.823244321066001383e-03
1.584531878796916621e-02 -1.206061636022086325e-02 1.764000181026812580e-02 1.584059635328001134e-02 -1.205378533672228115e-02 1.764231073568167663e-02
-2.590861747743930001e-03 3.608691224780925886e-03 -6.255096848668334313e-03 -2.587916935092136536e-03 3.605752892256390996e-03 -6.258297853166825721e-03
-1.536117822872277300e-02 1.111011452610109577e-02 -1.308191667454331082e-02 -1.535783218430266869e-02 1.110672379357137939e-02 -1.308451717008534201e-02
1.038524171169967480e-02 1.190227932049833619e-02 -1.572241042809215117e-02 1.041370582315748541e-02 1.190838187607090592e-02 -1.569330085580107614e-02
-1.003168788655310444e-02 -4.963941841427816672e-03 1.187736715806026432e-02 -1.004935717942728735e-02 -4.965463130072560183e-03 1.186303077035772563e-02
-3.416545837075328756e-04 -7.399345740630827381e-03 6.132427824429702648e-03 -3.589738478628035729e-04 -7.405146300345157202e-03 6.114284919185799735e-03
-9.147842837915526673e-03 -5.460983720946572390e-03 5.399617476002977270e-03 -9.144702101721932305e-03 -5.462646023088379987e-03 5.405946870340094280e-03
7.410819269737547316e-03 -1.925908991146891604e-03 1.136319944231336783e-03 7.407922779472365937e-03 -1.925015694807802628e-03 1.133276772072220728e-03
2.702569506759330397e-03 5.453006761423457964e-03 -3.141103647320851126e-03 2.700198569999204094e-03 5.455514677616150540e-03 -3.146195415043425911e-03
6.585624940509482786e-03 3.594976645783300173e-02 -8.491347256012882552e-03 6.595584743973058328e-03 3.588032790384203946e-02 -8.477865015131052021e-03
-6.612985758626042238e-03 -1.564882569179061253e-02 1.486350795967947454e-02 -6.618415781336514474e-03 -1.560931424310006699e-02 1.484271387364193874e-02
-2.144327312874794340e-03 -1.509961284206770213e-02 -3.644738049902125198e-03 -2.149744946497009115e-03 -1.506154878855326014e-02 -3.647416566866177809e-03
-3.012762355915631768e-02 -1.348471607157487526e-02 -1.131093576926047936e-02 -3.012312294901428947e-02 -1.348127992999809989e-02 -1.130974053043371993e-02
7.003079491656361184e-03 1.378859407099322209e-03 -1.977615693525394507e-03 7.002133667843348994e-03 1.376951813901587359e-03 -1.979698124026805540e-03
2.885780772026071833e-02 3.595977284094936579e-03 1.716819595229321371e-02 2.885347133843257916e-02 3.593652161945201304e-03 1.716509195515936864e-02
-5.849006248007765710e-03 1.919961047144788310e-02 2.686857174008293672e-02 -5.846068684057169687e-03 1.918863652398860795e-02 2.689920117206304195e-02
-7.864521153242948898e-03 -1.103471891216711853e-02 -8.138140595932950860e-03 -7.864052196595593819e-03 -1.102929219417520673e-02 -8.150909620307388373e-03
1.072763947827741482e-02 -7.340916791294871922e-03 -1.733352907184337530e-02 1.072803582477458752e-02 -7.335874181029882098e-03 -1.734580215214164001e-02
-2.187039892423764745e-02 -1.367506672548404918e-02 -8.134171081658436026e-03 -2.186313722028932968e-02 -1.367485785857010076e-02 -8.121538717137550059e-03
1.264740734914149810e-03 5.352731369576372439e-03 3.397694788567655333e-03 1.261308499678140274e-03 5.352852556295097618e-03 3.392691470671833735e-03
1.904384295644719061e-02 3.754826648907678630e-03 3.524199665273864638e-03 1.904080834583937731e-02 3.754638181009552211e-03 3.519693841905088133e-03
