1.0,1.2618237244706743,-195.55686703256455,-196.9237033029506,-196.81869075703523,-196.68708903762368,-196.6590955483446
1.0,1.2660206225322337,-195.56717170255328,-196.93692209836075,-196.83319232508552,-196.70146161336066,-196.6755059113832
2.0,1.2708453582320336,-195.56382903777282,-196.9379862251846,-196.83467439600486,-196.7018534679393,-196.6796653698979
3.0,1.2551832807030345,-195.57343988357115,-196.93208197462917,-196.82862316427418,-196.6941496750954,-196.67665662542237
4.0,1.2475668502509154,-195.5824793272332,-196.93408991851544,-196.8300461774841,-196.69391135724865,-196.68068529085627
5.0,1.2724770908554568,-195.5830727078033,-196.96041471441282,-196.85554979865876,-196.71814973880714,-196.70814403915443
6.0,1.2931605567824014,-195.58424227133182,-196.98341147909224,-196.8774028281142,-196.73931354514608,-196.73180911289566
7.0,1.2809108717931044,-195.58856809718142,-196.97675353898182,-196.86947896897453,-196.7313719433082,-196.725067456796
8.0,1.2512443084652471,-195.5963923108613,-196.95606361845378,-196.84763661932655,-196.71021890469936,-196.70361885844474
9.0,1.2488098145514441,-195.5965858367608,-196.95476090890674,-196.84539565131223,-196.70891137947797,-196.7012864660469
10.0,1.2702666859784855,-195.59522154288047,-196.97568032232078,-196.86548822885896,-196.72972029295812,-196.72098757220522
11.0,1.2604908696942676,-195.61350086901885,-196.98491636992253,-196.87399173871313,-196.73850251830703,-196.7286722348747
12.0,1.2423017146865116,-195.62114044653575,-196.9750820367889,-196.86344216122225,-196.72781014968197,-196.71667525416458
13.0,1.2354405421632504,-195.62290358318265,-196.97076014437644,-196.8583441253459,-196.7224864502412,-196.7096777707973
14.0,1.2530567610189567,-195.6207584999048,-196.98700778764203,-196.87381526092378,-196.7378685431367,-196.7228826613865
15.0,1.2687397514570606,-195.6199261598968,-197.0025742408275,-196.88866591135385,-196.75282613152564,-196.7349774204393
16.0,1.2657219232098504,-195.6201436323797,-197.00026737371877,-196.88586555558953,-196.75038479438263,-196.72912375356344
17.0,1.2571606197029497,-195.615091389757,-196.986853965579,-196.87225200945994,-196.73730395840641,-196.71236480936295
18.0,1.2542487384415222,-195.61213132231666,-196.9807554513951,-196.8663800607582,-196.7322837432067,-196.70366858772357
19.0,1.255532194629319,-195.61112425280643,-196.98033167452675,-196.86665644743576,-196.73380697390166,-196.70196704745894
20.0,1.2483374346504164,-195.6033899536414,-196.96442571767722,-196.8517273882918,-196.72016955490028,-196.6857235184595
21.0,1.2361600749918027,-195.59834610206315,-196.94628745264396,-196.83450617705495,-196.7039066449981,-196.66759550599315
22.0,1.2378413083050404,-195.59618364343424,-196.9450266385918,-196.83402495173928,-196.70387593262333,-196.66664512541945
23.0,1.2486450735524777,-195.60197608967812,-196.9612529152264,-196.85062116323058,-196.72025116061093,-196.68283288895384
24.0,1.26981403763342,-195.59815795282003,-196.97861482485206,-196.86797199045344,-196.7367658634268,-196.69963413012107
25.0,1.2658215587785115,-195.597127491525,-196.97402033116714,-196.86294905030348,-196.73029156527184,-196.69508414790147
26.0,1.2518394883544492,-195.5949495092235,-196.95849107250734,-196.84678899757796,-196.71254835822447,-196.68159119582833
27.0,1.2529532886597106,-195.58579777599718,-196.95120197528482,-196.8387510646569,-196.70314976067732,-196.67632093858353
28.0,1.2512735245694164,-195.58734637347638,-196.95192499850913,-196.8386198980458,-196.70231112600078,-196.67925260199877
