1.0,1.3374010604951154,-195.510459371957,-196.985098853728,-196.84786043245214,-196.71246920951015,-196.70439491632726
1.0,1.327236242874287,-195.50862725845312,-196.97033878556607,-196.8358635013274,-196.69976582656545,-196.6908032218234
2.0,1.3195257126688413,-195.52286710644387,-196.97333558479687,-196.84239281911272,-196.70847852506313,-196.6950838933529
3.0,1.3145614848659477,-195.52848101397373,-196.97012452635133,-196.84304249883968,-196.71287006355442,-196.69349313751763
4.0,1.307969245844506,-195.52524004175922,-196.95623948895582,-196.83320928760372,-196.70669214097617,-196.68177983629124
5.0,1.300715923454413,-195.52851820141873,-196.94876312623745,-196.82923412487315,-196.70517545073756,-196.67619778188782
6.0,1.3001536773776223,-195.53159072615722,-196.94863256639928,-196.83174440353483,-196.7088482635589,-196.67671995473464
7.0,1.302056502390132,-195.52860529557088,-196.94588801278715,-196.83066179796103,-196.70776036442354,-196.67323995732227
8.0,1.290113232258483,-195.536320237733,-196.9410764721082,-196.82643346999149,-196.70260503873627,-196.6668242428095
9.0,1.2700066989746381,-195.53655332140607,-196.9214468725907,-196.80656002038072,-196.68136078485844,-196.64528084895647
10.0,1.2449170591909224,-195.5378498242394,-196.89877167416716,-196.78276688343033,-196.65600376005938,-196.62119770800587
11.0,1.2438127250112547,-195.54192374067907,-196.9037517006097,-196.78573646569032,-196.65727955557907,-196.6274718746589
12.0,1.259896939486031,-195.54049296952155,-196.92100094721965,-196.80038990900758,-196.67070750110122,-196.64935408395135
13.0,1.2600626007308295,-195.536890252531,-196.9206559760767,-196.79695285326184,-196.66679832785525,-196.6540343452592
14.0,1.2536553600255653,-195.53337894505324,-196.9140139892234,-196.7870343050788,-196.6574098569522,-196.6514225603016
15.0,1.250148997580943,-195.54007165943378,-196.92038134651543,-196.79022065701471,-196.6630810242311,-196.65815752776447
16.0,1.2543212417430896,-195.5388678123478,-196.9261525195107,-196.7931890540909,-196.6693850714432,-196.66131540165014
17.0,1.2545751720729998,-195.5319458196426,-196.9216062914375,-196.7865209917156,-196.6645514306763,-196.65286271232253
18.0,1.2465808240883103,-195.52722021248857,-196.90995203592576,-196.77380103657688,-196.65268608085648,-196.6367681389612
19.0,1.2358953699518533,-195.53211610684193,-196.90410297483677,-196.7680114767938,-196.64705539754513,-196.62662878458056
20.0,1.2592717302603615,-195.5344476037942,-196.9285521818246,-196.79371933405457,-196.6717552254343,-196.6481434465798
21.0,1.2771366238310289,-195.54402504326936,-196.95364373734975,-196.8211616671004,-196.69703337685667,-196.67336554053912
22.0,1.2829165034232768,-195.5426745972111,-196.95540494677783,-196.82559110063437,-196.69808440745584,-196.67911772064204
23.0,1.273833126903329,-195.54743574867535,-196.94820561329905,-196.82126887557868,-196.69029518312368,-196.67930179052055
24.0,1.2752570223275845,-195.55012609926325,-196.9492422592899,-196.82538312159085,-196.6930277143362,-196.68709300348172
25.0,1.2789808119398538,-195.55968815757063,-196.95912744508635,-196.83866896951048,-196.7102128812828,-196.69930372109846
26.0,1.290480433360707,-195.55299420961052,-196.96083184272192,-196.84347464297122,-196.7193425251275,-196.70203663312998
27.0,1.272599500015486,-195.551268104144,-196.93886045964405,-196.82386760415946,-196.70282651762255,-196.68001620205544
28.0,1.2611502040742213,-195.53761223610775,-196.91215473294096,-196.79876244018197,-196.6793682995953,-196.65300927129925
29.0,1.2633005111560194,-195.54573757001825,-196.92158444547766,-196.80903808117426,-196.68979657437436,-196.66303979790487
30.0,1.2876293550085651,-195.5513128643027,-196.95147203101448,-196.83894221931126,-196.71820269490877,-196.69439806241556
31.0,1.2887334597735172,-195.559027857167,-196.96106560617787,-196.8477613169405,-196.72465100088192,-196.70640799669164
32.0,1.2750261435725267,-195.55866132124316,-196.9484563402193,-196.83368746481568,-196.7079650732307,-196.69605587733804
33.0,1.263521448726102,-195.55861885501966,-196.93881468336232,-196.82214030374575,-196.69391633119514,-196.68711038959773
34.0,1.2730886698539674,-195.55764879194354,-196.94938927392573,-196.8307374617975,-196.70075381937028,-196.69623208241944
35.0,1.2747872484527432,-195.55917043472851,-196.95428758025446,-196.83395768318127,-196.7041193075741,-196.69837985927427
36.0,1.2504318681413604,-195.56345284187333,-196.93578479597065,-196.8138847100147,-196.68561320063594,-196.67598297147435
37.0,1.2232003135250684,-195.56279476417347,-196.909294631877,-196.78599507769854,-196.65997543790638,-196.64519539689468
38.0,1.225695125319914,-195.56371055241132,-196.914061636128,-196.78940567773122,-196.66603559291457,-196.6458277528838
39.0,1.2633538996594291,-195.55893137047454,-196.94859261503356,-196.82228527013396,-196.70136918253834,-196.6764396493518
40.0,1.2789337905477076,-195.56357371781053,-196.97060829807256,-196.84250750835824,-196.72296558501793,-196.69504939043762
41.0,1.2675635399773815,-195.56286981448798,-196.9601534381026,-196.83043335446536,-196.71070268637158,-196.68269862273954
42.0,1.261359485279466,-195.55132833812806,-196.9436377588469,-196.81268782340751,-196.69099371098784,-196.66720412980746
43.0,1.2748183533358297,-195.55269251339848,-196.95876044507906,-196.82751086673431,-196.7025466613639,-196.68614781441886
44.0,1.2895537260058978,-195.56243016717696,-196.98273949475586,-196.85198389318285,-196.72357611708742,-196.7143268640578
45.0,1.295472128540584,-195.55151783862962,-196.97655273984978,-196.8469899671702,-196.71846910182,-196.7087410933255
46.0,1.2674221829542125,-195.55077497649114,-196.94600378478737,-196.81819715944536,-196.69124028483574,-196.67598467772459
47.0,1.2636683297543811,-195.55058266437644,-196.94028523519066,-196.81425099413082,-196.68773047287743,-196.6681056761704
48.0,1.298978637246678,-195.54839478579757,-196.97158535371602,-196.84737342304425,-196.7203094277591,-196.69851212335428
49.0,1.317687670824242,-195.55074179054506,-196.99094167544666,-196.86842946136932,-196.7403110897621,-196.718781097182
50.0,1.308644903609231,-195.55357290409486,-196.98324767383642,-196.8622178077041,-196.73318995699992,-196.71286587320625
51.0,1.2948658477419288,-195.55101202097075,-196.96590337404473,-196.84587786871268,-196.71636554175083,-196.6987878401698
52.0,1.2938820392749748,-195.55246437087624,-196.96540831662392,-196.8463464101512,-196.71675478674223,-196.70291612354404
53.0,1.3058514324551065,-195.554359668409,-196.97862583936723,-196.86021110086412,-196.73038320727846,-196.72105760595474
54.0,1.3115290637816919,-195.5464765033701,-196.9762719526085,-196.8580055671518,-196.72766448672138,-196.72344277513577
55.0,1.2676002901300187,-195.55719834857683,-196.94316967625215,-196.82479863870685,-196.69483968582225,-196.69358958475382
56.0,1.2425221552826038,-195.56474302632566,-196.9258766571566,-196.80726518160827,-196.68025793294703,-196.67604375319712
57.0,1.2633964326062554,-195.56516036188717,-196.94736347813773,-196.8285567944934,-196.70388235403738,-196.69740444416493
58.0,1.2761652483086006,-195.5755166603803,-196.97100501612914,-196.85168190868887,-196.72831077122714,-196.72069062580425
59.0,1.2730648256575199,-195.5714426468629,-196.96451860460311,-196.8445074725204,-196.7212003161644,-196.71367928410254
60.0,1.2653520946907317,-195.56036783288448,-196.94645656696903,-196.82571992757522,-196.70142951501848,-196.69559244468718
61.0,1.260122288090062,-195.56538128477445,-196.94697055607182,-196.8255035728645,-196.69979234359104,-196.6959652772966
62.0,1.261794111030898,-195.57740655347416,-196.96151839175243,-196.83920066450506,-196.7129655565852,-196.70919660516842
